Ambalite,
Ambangonan,
Cares,
Cuenca,
Duplas,
Maoasaoas Norte,
Maoasaoas Sur,
Palina,
Poblacion East,
Poblacion West,
San Luis,
Saytan,
Tavora East,
Tavora Proper
